,id,name,sku,url_key,brand_name,seller_product_id,seller_id,price,original_price,discount,discount_rate,rating_average,review_count,productset_id,category,sold
1697,160995647,Pin cho Laptop LENOVO T420S T420 T420si - Hàng Nhập Khẩu - Sản phẩm mới 100%,7312553455308,pin-cho-laptop-lenovo-t420s-t420-t420si-pin-zin-hang-chinh-hang-p160995647,MSMART,160995648,259728,844725,1013670,168945,17,5.0,1,2599,Laptop - Máy tính và Linh kiện,1
1698,13524386,Hộp Mực 26A/ 052 Dành Cho Máy In HP M402 - Canon LBP 214,1128669549964,hop-muc-26a-052-danh-cho-may-in-hp-m402-canon-lbp-214-p13524386,OEM,25949996,65686,179000,179000,0,0,4.2,13,2617,Laptop - Máy tính và Linh kiện,126
1699,72462227,Dây cáp mạng Cat 8 tốc độ truyền dữ liệu 2000MHZ và 25Gbps UGREEN NW121 - Hàng chính hãng,8316805480049,day-cap-mang-cat-8-toc-do-truyen-du-lieu-2000mhz-va-25gbps-ugreen-nw121-hang-chinh-hang-p72462227,UGREEN,72462229,9884,150000,194000,44000,23,5.0,41,2517,Laptop - Máy tính và Linh kiện,156
1700,200009141,Pin dùng cho Laptop HP ZBook 15 17 G1 G2 Mã Pin AR08 AR08XL - Hàng Nhập Khẩu  MIBAT955,5371006622822,pin-dung-cho-laptop-hp-zbook-15-17-g1-g2-ma-pin-ar08-ar08xl-hang-nhap-khau-mibat955-p200009141,MISUFUJL,200009142,308064,577530,669600,92070,14,5.0,1,2599,Laptop - Máy tính và Linh kiện,1
1701,20709210,Hộp mực Thuận Phong SP310 dùng cho máy in Ricoh SP 300 / SP 300DN / SP 310 / SP 310DN / SP 311 / SP 311DN / SP 312 / SP 320 / SP 325 - Hàng Chính Hãng,7998937298962,hop-muc-thuan-phong-sp310-dung-cho-may-in-ricoh-sp-300-310-311-312-hang-chinh-hang-p20709210,THUẬN PHONG,20709211,2430,660000,660000,0,0,5.0,2,2617,Laptop - Máy tính và Linh kiện,9
1702,200026360,Sạc dùng cho laptop Dell XPS 15 9560 9570 -130w- Oval - Hàng Nhập Khẩu New Seal,2668985629037,sac-dung-cho-laptop-dell-xps-15-9560-9570-130w-oval-hang-chinh-hang-miac1260-p200026360,MISUFUJL,200026361,308064,773093,896340,123247,14,5.0,1,2595,Laptop - Máy tính và Linh kiện,1
1703,514319,TP-Link  TL-SG105 - Switch Để Bàn 5 Cổng Gigabit - Hàng Chính Hãng,1875545855323,tp-link-tl-sg105-switch-de-ban-5-cong-gigabit-hang-chinh-hang-p514319,TPLINK,140132336,200265,352000,352000,0,0,5.0,1,2511,Laptop - Máy tính và Linh kiện,6
1704,200008469,Pin dùng cho Laptop DELL XPS 13 9343 XPS 13 9350 52WHR JD25G 0N7T6 90V7W - Hàng Nhập Khẩu New Seal,6312915475020,pin-dung-cho-laptop-dell-xps-13-9343-xps-13-9350-52whr-jd25g-0n7t6-90v7w-hang-chinh-hang-mibat1414-p200008469,MISUFUJL,200008470,308064,1021441,1184280,162839,14,5.0,1,2599,Laptop - Máy tính và Linh kiện,1
1705,194479968,Màn Hình LG UltraGear 27GQ50F-B 27 inch FullHD 1ms 165Hz VA - Hàng Chính Hãng,8110536146063,man-hinh-lg-ultragear-27gq50f-b-27-va-165hz-fhd-1ms-lg-27gq50f-hang-chinh-hang-p194479968,LG,229773097,12395,3780000,3780000,0,0,0.0,0,2565,Laptop - Máy tính và Linh kiện,0
1706,176579489,Màn hình máy tính LG 22MP410-B 21.45inch FullHD 5ms 75Hz VA - Hàng chính hãng,2033250849416,man-hinh-may-tinh-lg-full-hd-21-45-amd-freesync-22mp410-b-hang-chinh-hang-p176579489,LG,198309094,858,2021000,2021000,0,0,3.0,1,2565,Laptop - Máy tính và Linh kiện,4
1707,249643772,"Bo mạch chủ - Mainboard MSI H310 các mã H310M Pro-VH Plus, H310M Pro-VD giá rẻ",2875724238063,bo-mach-chu-mainboard-msi-h310-cac-ma-h310m-pro-vh-plus-h310m-pro-vd-chinh-hang-gia-re-p249643772,OEM,249643773,310711,600000,600000,0,0,1.0,1,2549,Laptop - Máy tính và Linh kiện,1
1708,202414702,Switch Cấp nguồn PoE 8 Port,9894217989428,switch-cap-nguon-poe-8-port-p202414702,OEM,252064699,265319,540000,540000,0,0,4.5,2,2511,Laptop - Máy tính và Linh kiện,5
1709,117095465,Pin cho Laptop HP Pavilion 14-BS 14-BW 15-BS 15-BW 17-BS JC04 JC03 - Hàng Nhập Khẩu ,7996344717383,pin-cho-laptop-hp-pavilion-14-bs-14-bw-15-bs-15-bw-17-bs-jc04-jc03-p117095465,HI PC,194947976,170124,324000,374000,50000,13,5.0,4,2599,Laptop - Máy tính và Linh kiện,8
1710,99642436,Hệ thống Wifi Nova Mesh cho gia đình Tenda MW3 Chuẩn AC 1200Mbps 1 pack- Hàng Chính Hãng,1788886896977,he-thong-wifi-nova-mesh-cho-gia-dinh-tenda-mw3-chuan-ac-1200mbps-1-pack-hang-chinh-hang-p99642436,TENDA,99642437,126350,599000,669000,70000,10,5.0,35,2499,Laptop - Máy tính và Linh kiện,130
1711,246163295,Ổ cứng HDD tím 500G-1TB- 2TB chuyên dụng cho camera- Hàng chính hãng,1074781399512,o-cu-ng-hdd-tim-500g-1tb-2tb-chuyen-dung-cho-camera-hang-chinh-hang-p246163295,HIKVISON,270650586,267996,165000,320000,155000,48,5.0,2,2497,Laptop - Máy tính và Linh kiện,4
1712,20637588,"Hộp mực máy in 337, 773 in đẹp, nhập khẩu mới. Là Cartridge, catrich, toner dùng cho máy in Canon i-Sensys mf220, mf211d, m212, mf215, 151dw, 216, 217, 221, 226, 229, mf 241d",3959401071379,hop-muc-may-in-337-773-in-dep-nhap-khau-moi-la-cartridge-catrich-toner-dung-cho-may-in-canon-i-sensys-mf220-mf211d-m212-mf215-151dw-216-217-221-226-229-mf-241d-p20637588,OEM,26179833,65686,121000,121000,0,0,4.6,36,2617,Laptop - Máy tính và Linh kiện,299
1713,54624822,Vòng đánh dấu dây mạng - cao su 1000 số,5733979925283,vong-danh-dau-day-mang-cao-su-so-p54624822,OEM,69193080,29693,79000,96000,17000,18,5.0,3,2517,Laptop - Máy tính và Linh kiện,13
1714,57017920,"Hộp mực 052, cho Canon LBP 212DW, 214dw, 215dw, 421DW, MF424dw, 429dw. In đẹp, mới 100%, có sẵn chíp. Là Cartridge, catrich, toner máy in",1259961637569,hop-muc-052-cho-canon-lbp-212dw-214dw-215dw-421dw-mf424dw-429dw-in-dep-moi-100-co-san-chip-la-cartridge-catrich-toner-may-in-p57017920,OEM,112052036,65686,189000,189000,0,0,4.8,6,2617,Laptop - Máy tính và Linh kiện,41
1715,120295856,BỘ PHÁT WIFI 4G CPE – A80 – Tốc Độ 300Mb – Hỗ Trợ 4 Cổng WAN/LAN – Hỗ trợ 4 Ăngten,6723876461711,bo-phat-wifi-4g-cpe-a80-toc-do-300mb-ho-tro-4-cong-wan-lan-ho-tro-4-angten-p120295856,OEM,207396236,265319,790000,790000,0,0,0.0,0,2507,Laptop - Máy tính và Linh kiện,0
1716,54768201,"Hộp mực máy in HP LaserJet Pro M12A, M12W (HKC-79A)",6923128988156,hop-muc-may-in-hp-laserjet-pro-m12a-m12w-hkc-79a-p54768201,OEM,203695223,306930,123000,123000,0,0,5.0,1,2617,Laptop - Máy tính và Linh kiện,5
1717,192810278,Màn hình HP M24FW 2E2Y5AA 23.8Inch 75Hz IPS - Hàng Chính Hãng,7633949498381,ma-n-hi-nh-hp-m24fw-2e2y5aa-23-8inch-75hz-ips-hang-chinh-hang-p192810278,HP,192810279,41387,4590000,4590000,0,0,5.0,2,2605,Laptop - Máy tính và Linh kiện,4
1718,19554563,"Giấy In Hóa Đơn Nhiệt, In Bill K80 Phi 80",6075767890533,giay-in-hoa-don-nhiet-in-bill-k80-phi-80-p19554563,OEM,42335048,76905,23000,23000,0,0,5.0,4,2621,Laptop - Máy tính và Linh kiện,90
1719,31375366,[Sét 10 cuộn] Giấy in nhiệt K80x80,5576778842120,set-10-cuon-giay-in-nhiet-k80x80-p31375366,OEM,94387574,3844,142000,142000,0,0,5.0,2,2621,Laptop - Máy tính và Linh kiện,24
1720,17605196,"Sạc Dành Cho Laptop Hp 19V-4.74A, 90W Chân Kim To (size 7.4mm*5.0 mm)",1954859541479,sac-danh-cho-laptop-hp-19v-4-74a-90w-chan-kim-to-size-7-4mm-5-0-mm-p17605196,OEM,79474762,170124,144998,289996,144998,50,0.0,0,2595,Laptop - Máy tính và Linh kiện,2
1721,71893664,"Bộ hai lọ mực HA140g - Nạp ( đổ )  cho máy in Canon 2900, 3000, 3300, 3500, 4122, 4150, 4350, 4320, 4680 / HP 1010, 1019, 1012, 1015, 1018, 1020, 1022, 1319, 3030 ,3050, 3055 /5200",2128458478986,bo-hai-lo-muc-ha140g-nap-do-cho-may-in-canon-2900-3000-3300-3500-4122-4150-4350-4320-4680-hp-1010-1019-1012-1015-1018-1020-1022-1319-3030-3050-3055-5200-p71893664,HA,71893665,2671,70000,70000,0,0,4.6,46,2617,Laptop - Máy tính và Linh kiện,267
1722,205930850,Mực TN-B022 dành cho Máy in Brother HL-B2000D/ DCP-B7535dw/mfc-B7715DW/B2080DW,5893394535627,muc-tn-b022-danh-cho-may-in-brother-hl-b2000d-dcp-b7535dw-mfc-b7715dw-b2080dw-p205930850,OEM,184466010,158761,120000,120000,0,0,5.0,1,2617,Laptop - Máy tính và Linh kiện,5
1723,10001386,RAM Laptop Hynix 4GB DDR3L Bus 1600 - Hàng Nhập Khẩu,7540433847740,ram-laptop-hynix-4gb-ddr3l-bus-1600-hang-nhap-khau-p10001386,HYNIX,11601747,25203,199000,200000,1000,1,4.8,106,2495,Laptop - Máy tính và Linh kiện,331
1724,63635262,Bộ hạt mạng RJ45(50 cái),8913352105693,bo-hat-mang-rj45-50-cai-p63635262,OEM,94188880,53713,14900,14900,0,0,4.8,6,2517,Laptop - Máy tính và Linh kiện,22
1725,68068823,Mực máy in hp neverstop laser MFP 1200w (mã mực HKC-103A),1157418665581,muc-may-in-hp-neverstop-laser-mfp-1200w-ma-muc-hkc-103a-p68068823,OEM,109376921,158761,99000,99000,0,0,5.0,14,2617,Laptop - Máy tính và Linh kiện,85
1726,205539458,[XẢ HÀNG ] Màn hình PC để bàn Monitor Tomko 21.5 inch FULL VIỀN  Chính hãng - BH 3 năm - Hàng Chính Hãng,9626135012666,xa-hang-man-hinh-pc-de-ban-monitor-tomko-21-5-inch-full-vien-chinh-hang-bh-3-nam-hang-chinh-hang-p205539458,TOMKO,205539460,56430,1590000,1590000,0,0,3.7,3,2565,Laptop - Máy tính và Linh kiện,34
1727,33164951,Ổ Cứng Di Động HDD WD My Passport Ultra 4TB USB Type C Màu Bạc - Hàng Nhập Khẩu,9905203662516,o-cung-di-dong-wd-my-passport-ultra-4tb-usb-type-c-mau-bac-hang-nhap-khau-p33164951,WD,33164955,25203,3249000,3300000,51000,2,4.6,85,2575,Laptop - Máy tính và Linh kiện,363
1728,207335089,Bộ Phát Sóng Wifi Từ Sim 3G D-Link DWR-710 Hàng Chính Hãng,6412989208719,bo-phat-song-wifi-tu-sim-3g-4g-d-link-dwr-710-hang-chinh-hang-p207335089,D-LINK,207335090,198481,384000,600000,216000,36,4.0,2,2507,Laptop - Máy tính và Linh kiện,10
1729,15475469, Keo Tản Nhiệt ARCTIC MX4 - 4g (2019) - Hàng Chính Hãng,5934346390824,keo-tan-nhiet-arctic-mx4-4g-2019-hang-chinh-hang-p15475469,ARCTIC,93462784,72391,68400,68400,0,0,4.3,10,2585,Laptop - Máy tính và Linh kiện,47
1730,92559172,"Dây mạng bấm sẵn 2 đâu đúc 1,5M - Dây bấm sẵn 1,5 đầu RJ45 - bsjr45 - rj45 2m",5635958380268,day-mang-bam-san-2-dau-duc-1-5m-day-bam-san-1-5-dau-rj45-bsjr45-rj45-2m-p92559172,OEM,202850828,64160,12000,14000,2000,14,0.0,0,2517,Laptop - Máy tính và Linh kiện,0
1731,8315170,Dây Mạng Bấm Sẵn 2 Đầu CAT5  15 Mét (màu ngẫu nhiên),8240844015941,day-mang-bam-san-2-dau-cat5-15-met-mau-ngau-nhien-p8315170,OEM,53981081,53713,19500,19500,0,0,4.6,5,2517,Laptop - Máy tính và Linh kiện,21
1732,112136464,"Hộp mực dùng cho máy in Canon LBP 621Cw/ 623Cdw/ MF641Cw/ 643Cdw/ 645Cx - CRG 054 BK / C / Y / M chất lượng, cartridge laser color, giá kinh tế hơn nạp mực",8747966942529,hop-muc-dung-cho-may-in-canon-lbp-621cw-623cdw-mf641cw-643cdw-645cx-crg-054-bk-c-y-m-chat-luong-cartridge-laser-color-gia-kinh-te-hon-nap-muc-p112136464,OEM,192011278,43974,450000,450000,0,0,0.0,0,2617,Laptop - Máy tính và Linh kiện,0
1733,561953,Kaspersky Internet Security Cho 5 Máy Tính - KIS5U - Hàng chính hãng,1336595797834,kaspersky-internet-security-cho-5-may-tinh-kis5u-hang-chinh-hang-p561953,KASPERSKY,188039672,200265,860000,860000,0,0,5.0,1,2529,Laptop - Máy tính và Linh kiện,14
1734,56365639,Pin thay thế dành cho Laptop Dell Vostro 3450,7096700226973,pin-thay-the-danh-cho-laptop-dell-vostro-3450-p56365639,OEM,60072855,44377,298200,298200,0,0,3.3,3,2599,Laptop - Máy tính và Linh kiện,6
1735,105768569,WI-FI 6 TOTOLINK X5000R - Easy Mesh Router Wi-Fi  băng tần kép Gigabit AX1800 - Hàng chính hãng,7045879259159,wi-fi-6-totolink-x5000r-easy-mesh-router-wi-fi-bang-tan-kep-gigabit-ax1800-hang-chinh-hang-p105768569,TOTOLINK,173696071,60386,799000,799000,0,0,5.0,3,2499,Laptop - Máy tính và Linh kiện,21
1736,11200172,"Hộp mực 15A, hộp mực HP 1000 1200 3300MFP 3380MFP, Canon EP25",6335591283766,hop-muc-15a-hop-muc-hp-1000-1200-3300mfp-3380mfp-canon-ep25-p11200172,OEM,75368376,158761,249000,270000,21000,8,0.0,0,268,Laptop - Máy tính và Linh kiện,0
1737,15333970,"Hộp mực in 2385 cho máy in Brother HL- L2361DN, L2366DW, HL- L2321D.",9216152251981,hop-muc-in-2385-cho-may-in-brother-hl-l2361dn-l2366dw-hl-l2321d-p15333970,OEM,31256611,65686,119500,119500,0,0,4.1,52,2617,Laptop - Máy tính và Linh kiện,467
1738,4331895,Máy in mã vạch Xprinter XP 350B - Hàng nhập khẩu,3415948214957,may-in-ma-vach-xprinter-xp-350b-hang-nhap-khau-p4331895,XPRINTER,21259646,3476,1350000,1350000,0,0,5.0,2,2609,Laptop - Máy tính và Linh kiện,13
1739,68493841,Sạc Adapter dành cho laptop Microsoft Surface 2,7701352087040,sac-adapter-danh-cho-laptop-microsoft-surface-2-p68493841,OEM,79472590,170124,544998,990000,445002,45,4.0,1,2595,Laptop - Máy tính và Linh kiện,2
1740,2045621,Hộp 10 Cái Đầu Bấm Mạng Ugreen RJ45 CAT6 20333 - Hàng Chính Hãng,4996193072831,hop-10-cai-dau-bam-mang-ugreen-rj45-cat6-20333-hang-chinh-hang-p2045621,UGREEN,7115417,9884,65000,84000,19000,23,4.8,16,2517,Laptop - Máy tính và Linh kiện,94
1741,22883541,Đầu Nối Dây Mạng RJ45 chia 1 ra 2,3609502447435,dau-noi-day-mang-rj45-chia-1-ra-2-p22883541,OEM,54145479,915,14500,14500,0,0,4.5,11,2517,Laptop - Máy tính và Linh kiện,109
1742,77918557,Phần mềm diệt Virus Kaspersky Anti Virus Cho 3 Máy Tính - KAV3U - Hàng chính hãng,5085925649492,phan-mem-diet-virus-kaspersky-anti-virus-cho-3-may-tinh-kav3u-hang-chinh-hang-p77918557,KASPERSKY,202771732,15937,319000,319000,0,0,4.0,2,2529,Laptop - Máy tính và Linh kiện,14
1743,6816557,Vỏ Hộp đựng ổ cứng 3.5 inch Sata/USB 3.0 hỗ trợ 10TB UGREEN 50422 - Hàng Chính Hãng,6675277458355,vo-hop-dung-o-cung-3-5-inch-sata-usb-3-0-ho-tro-10tb-ugreen-50422-hang-chinh-hang-p6816557,UGREEN,30735364,915,488000,509000,21000,4,4.6,14,2525,Laptop - Máy tính và Linh kiện,93
1744,113331833,Sạc cho Laptop ASUS ROG Zephyrus S G14 G15 Series Laptop Charger/Adapter+Cord 3.7*6.0 230W,4346694566614,sac-cho-laptop-asus-rog-zephyrus-s-g14-g15-series-laptop-charger-adapter-cord-3-7-6-0-230w-p113331833,OEM,115018045,170124,1089998,1500000,410002,27,5.0,1,2595,Laptop - Máy tính và Linh kiện,2
1745,214915395,Mực Chai Brother 2240/2270 ,7320319093632,muc-chai-brother-2240-2270-p214915395,OEM,214915396,57064,28000,28000,0,0,4.0,1,2615,Laptop - Máy tính và Linh kiện,15
1746,7735717,Adapter Nguồn Màn Hình Máy Tính Samsung 14V - 3A - Kèm Dây Nguồn,1249799591958,adapter-nguon-man-hinh-may-tinh-14v-3a-p7735717,OEM,7735718,11020,112000,112000,0,0,4.8,16,2561,Laptop - Máy tính và Linh kiện,161
1747,197241284,Hôp mực in 107A CÓ CHÍP dùng cho máy in HP 107a/MFP 135a/137fnw (W1107A),2708927667274,hop-muc-in-107a-co-chip-dung-cho-may-in-hp-107a-mfp-135a-137fnw-w1107a-p197241284,OEM,200784373,306930,298000,298000,0,0,5.0,1,2617,Laptop - Máy tính và Linh kiện,7
1748,8315121,Dây Mạng Bấm Sẵn 2 Đầu CAT5  10 Mét (màu ngẫu nhiên),8606266448710,day-mang-bam-san-2-dau-cat5-10-met-mau-ngau-nhien-p8315121,OEM,48649865,65836,25000,25000,0,0,0.0,0,2517,Laptop - Máy tính và Linh kiện,15
1749,214203530,Cụm Drum CF232A - Dùng cho máy HP Pro M203dn * MFP M227fdw (CF232A),9985792953524,cum-drum-cf232a-dung-cho-may-hp-pro-m203dn-mfp-m227fdw-cf232a-p214203530,OEM,214203531,57064,152000,152000,0,0,5.0,1,2617,Laptop - Máy tính và Linh kiện,4
1750,8315046,Dây Mạng Bấm Sẵn 2 Đầu CAT5 3m (Màu ngẫu nhiên),4689093494253,day-mang-bam-san-2-dau-cat5-3m-mau-ngau-nhien-p8315046,OEM,48649866,65836,15000,15000,0,0,5.0,1,2517,Laptop - Máy tính và Linh kiện,24
1751,15533211,Sound card V8 có Auto Tone dành cho micro thu âm,2261597210126,sound-card-v8-co-auto-tone-danh-cho-micro-thu-am-p15533211,OEM,146764157,1639,115000,115000,0,0,3.3,3,2559,Laptop - Máy tính và Linh kiện,8
1752,3209613,Bộ Kích Sóng Wifi Repeater 300Mbps Totolink EX200 - Hàng Nhập Khẩu,3591314110616,bo-kich-song-wifi-repeater-300mbps-totolink-ex200-hang-nhap-khau-p3209613,TOTOLINK,120293824,30787,235000,235000,0,0,4.0,1,2505,Laptop - Máy tính và Linh kiện,2
1753,50231082,"Hộp mực cho Brother TN B022, B020, DCP-B7535dw, HL B2080dw, B2000d, B7715dw. In đậm, đẹp, là toner cho máy in laser trắng đen",3440949452216,hop-muc-cho-brother-tn-b022-b020-in-dam-dep-la-toner-cho-may-in-brother-hl-b2080dw-b2000d-b7715dw-dcp-b7535dw-laser-trang-den-p50231082,OEM,108873768,65686,111000,111000,0,0,4.8,26,2617,Laptop - Máy tính và Linh kiện,356
1754,120034245,"Mực nạp dành cho HP M102w, M102a, MFP M130fn, M203dn, M203dw, M227sdn, M227fdn",3888387422470,muc-nap-danh-cho-hp-m102w-m102a-mfp-m130fn-m203dn-m203dw-m227sdn-m227fdn-p120034245,OEM,142855998,168455,50000,50000,0,0,0.0,0,2617,Laptop - Máy tính và Linh kiện,2
1755,136032169,[Wifi thế hệ mới] Bộ Phát Router Wifi TP-Link Archer AX23 Wifi 6 Chuẩn AX1800 - Hàng Chính Hãng,9885688561673,wifi-the-he-moi-bo-phat-router-wifi-tp-link-archer-ax23-wifi-6-chuan-ax1800-hang-chinh-hang-p136032169,TPLINK,136032170,154163,1099000,2398000,1299000,54,5.0,34,2499,Laptop - Máy tính và Linh kiện,111
1756,6447607,Cáp mạng 2 đầu đúc bọc hợp kim Cat7 STP Dài 15M UGREEN NW107 11274 - Hàng chính hãng,4319487771539,cap-mang-2-dau-duc-boc-hop-kim-cat7-stp-dai-15m-ugreen-nw107-11274-hang-chinh-hang-p6447607,UGREEN,6447609,9884,400000,494000,94000,19,5.0,5,2517,Laptop - Máy tính và Linh kiện,8
1757,29837913,"Máy In Lazer Đa Năng Trắng Đen Brother DCP-B7535DW (Print, Copy, Scan, Duplex) - Hàng Chính Hãng",8338532938358,may-in-lazer-da-nang-trang-den-brother-dcp-b7535dw-print-copy-scan-duplex-hang-chinh-hang-p29837913,BROTHER,32450349,3103,5290000,5290000,0,0,4.6,70,2531,Laptop - Máy tính và Linh kiện,206
1758,37891357,Màn hình AOC  27B1H/74 27 inches FHD IPS - Hàng chính hãng,8603463771597,man-hinh-aoc-27b1h-74-27-inches-fhd-ips-hang-chinh-hang-p37891357,AOC,48716614,12395,2870000,2870000,0,0,5.0,19,2605,Laptop - Máy tính và Linh kiện,77
1759,56372269,Pin dành cho Laptop Dell Vostro 15 3568,5453752676306,pin-danh-cho-laptop-dell-vostro-15-3568-p56372269,OEM,79482697,170124,384998,650000,265002,41,4.0,4,2599,Laptop - Máy tính và Linh kiện,11
1760,9850897,USB Phát Wifi 4G LTE từ Sim điện thoại (Dcom 4G - Router - APN),3397415889418,usb-phat-wifi-4g-lte-tu-sim-dien-thoai-dcom-4g-router-apn-p9850897,OEM,263086887,187121,267000,550000,283000,51,0.0,0,2507,Laptop - Máy tính và Linh kiện,2
1761,74866022,Màn hình máy tính LG UltraGear 27'' IPS QHD 144Hz 1ms (GtG) NVIDIA G-SYNC Compatible HDR 27GN800-B - Hàng Chính Hãng,3938873438131,man-hinh-may-tinh-lg-ultragear-27-ips-qhd-144hz-1ms-gtg-nvidia-g-sync-compatible-hdr-27gn800-b-hang-chinh-hang-p74866022,LG,99297741,1,7290000,10200000,2910000,29,4.6,44,2565,Laptop - Máy tính và Linh kiện,108
1762,101778693,Màn hình LCD LG 27MP60G-B.ATV 27inch FullHD 5ms 75Hz IPS - Hàng Chính Hãng,9343067163453,man-hinh-lcd-lg-27-27mp60g-b-atv-hang-chinh-hang-p101778693,LG,126905821,1,3540000,4490000,950000,21,4.6,13,2603,Laptop - Máy tính và Linh kiện,55
1763,26708071,Hộp mực dùng cho máy in Canon LBP 161DN/162DW | Mực in CRG051 hàng nhập khẩu chất lượng đã có chíp,3456053644277,hop-muc-dung-cho-may-in-canon-lbp-161dn-162dw-muc-in-crg051-hang-nhap-khau-chat-luong-da-co-chip-p26708071,OEM,75934123,65686,145000,145000,0,0,3.3,3,2617,Laptop - Máy tính và Linh kiện,57
1764,8398179,Khay Ổ Cứng Caddy Bay SATA 12.7mm Dày (Gắn Thêm Ổ Cứng Cho Laptop),7179357864476,khay-o-cung-caddy-bay-sata-12-7mm-day-gan-them-o-cung-cho-laptop-p8398179,OEM,158772444,65836,40000,40000,0,0,5.0,1,2525,Laptop - Máy tính và Linh kiện,11
1765,80980996,"USB Thu Wifi Chuẩn N Tốc Độ Cao 150Mbps Tăng Khả Phạm Vi Thu Phát Sóng Wifi Cho Máy Tính Xách Tay, Máy Tính Để Bàn, Thiết Bị Thu Nhận Ngoại Vi ",4349197818155,usb-thu-wifi-chuan-n-to-c-do-cao-150mbps-tang-kha-pham-vi-thu-phat-song-wifi-cho-may-tinh-xach-tay-may-tinh-de-ban-thiet-bi-thu-nhan-ngoai-vi-p80980996,OEM,80980997,100773,165000,175000,10000,6,4.5,75,2501,Laptop - Máy tính và Linh kiện,279
1766,189937808,"ĐẦU ĐỌC DỮ LIỆU Ổ CỨNG 3.5"" VÀ 2.5"" SATA 3 USB 3.0 ORICO 35UTS Hàng Chính Hãng",8611658367726,dau-doc-du-lieu-o-cung-3-5-va-2-5-sata-3-usb-3-0-orico-35uts-hang-chinh-hang-p189937808,ORICO,189937809,198481,323000,350000,27000,8,5.0,1,2525,Laptop - Máy tính và Linh kiện,6
1767,26218947,Dây mạng bấm sẵn 2 đầu cat5e 5M (màu ngẫu nhiên),9898287816407,day-mang-bam-san-2-dau-cat5e-5m-mau-ngau-nhien-p26218947,OEM,139521945,106273,19100,19100,0,0,4.3,6,2517,Laptop - Máy tính và Linh kiện,47
1768,260933397,Box Orico Đựng Ổ Cứng HDD/SSD 2.5 inch 25PW1-U3-BK - Hàng chính hãng,8114101750649,box-orico-dung-o-cung-hdd-ssd-2-5-inch-25pw1-u3-bk-hang-chinh-hang-p260933397,ORICO,260933398,6975,95000,190000,95000,50,5.0,1,2525,Laptop - Máy tính và Linh kiện,5
1769,25006480,Hộp Đựng Ổ Cứng Di Động HDD Box ORICO 2769U3 ( Màu đỏ) USB3.0/2.5 Nhựa ABS+Silica gel Hàng Chính Hãng,9923788849924,hop-dung-o-cung-di-dong-hdd-box-orico-2769u3-mau-do-usb3-0-2-5-nhua-abs-silica-gel-hang-chinh-hang-p25006480,ORICO,31580931,915,296000,296000,0,0,4.8,5,2525,Laptop - Máy tính và Linh kiện,11
1770,74854740,Sạc dành cho HP Pavilion X360 11 Series Model: ad026TU (2GV32PA),9631107756492,sac-danh-cho-hp-pavilion-x360-11-series-model-ad026tu-2gv32pa-p74854740,OEM,79473883,170124,277998,350000,72002,21,0.0,0,2595,Laptop - Máy tính và Linh kiện,0
1771,209349950,USB nghe nhạc cực chất cho xe ô tô - dung lượng lưu trữ 16 GB đã có sẵn nhạc,7702267458897,usb-nghe-nhac-cuc-chat-cho-xe-o-to-dung-luong-luu-tru-16-gb-da-co-san-nhac-p209349950,OEM,209349952,141367,115000,115000,0,0,4.8,4,2561,Laptop - Máy tính và Linh kiện,21
1772,9837192,"Pin Dành Cho Laptop Dell Lattitude E6400, E6410, E6500, E6510, Precision M6400, M2400, M4400, M4500 - Hàng Nhập Khẩu",9277474406823,pin-danh-cho-laptop-dell-lattitude-e6400-e6410-e6500-e6510-precision-m6400-m2400-m4400-m4500-hang-nhap-khau-p9837192,OEM,79473390,170124,349998,350000,2,0,0.0,0,2599,Laptop - Máy tính và Linh kiện,3
